shoe_name,shoe_price,shoe_category,shoe_nColors
Tenis Top Ten RB,"$2,299",Originals,1
Calzado de Ciclismo Gravilla,"$3,359",Ciclismo,1
Tenis Gazelle 85,"$2,599",Originals,5
Sandalias adilette Lite,$849,Originals,4
Tenis Hoops 3.0 Low Classic Vintage,"$1,499",Sportswear,7
Tenis Grand Court 2.0,"$1,699",Sportswear,10
GAZELLE INDOOR,"$2,599",Originals,2
Tenis Adizero Boston 12,"$4,299",Running,6
Tenis Supernova Running 3,"$2,399",Running,8
Tenis Barricade para Tenis,"$3,999",Hombre Tennis,5
Tenis D.O.N. Issue 4,"$2,999",Basketball,5
Tenis Duramo SL 2.0,"$1,499",Running,5
Tenis Avryn,"$2,999",Sportswear,14
Tenis NMD_V3,"$3,599",Originals,14
Tenis Adizero Boston 11,"$4,299",Hombre Running,6
Tenis Advantage,"$1,599",Hombre Sportswear,12
Tenis Tech Response 3.0 Golf,"$1,799",Hombre Golf,3
Tenis Advantage,"$1,599",Sportswear,6
Tenis Alphaboost V1,"$2,699",Sportswear,2
Sandalias adilette,"$1,499",Hombre Originals,23
Tenis de Senderismo AX2S,"$1,999",TERREX,2
Sandalias adilette Lite,$849,Originals,4
Tenis Orketro 2.0,"$2,441",Originals,4
ADIZERO SL,"$2,699",Running,16
Tenis Adiease,"$1,799",Originals,2
Tenis Advantage,"$1,599",Sportswear,12
Tenis Trae Young 2.0,"$3,699",Basketball,7
Calzado de Fútbol X Speedportal.3 Terreno Firme Sin Cordones,"$2,299",Fútbol,2
Tenis Response Super 3.0,"$2,199",Running,1
Tenis Pureboost 23,"$3,299",Running,5
Tenis Galaxy 6,"$1,499",Running,14
Tenis adidas Grand Court Cloudfoam Comfort,"$1,499",Hombre Sportswear,10
Tenis Response,"$1,799",Running,4
Y-3 CENTENNIAL HI,"$9,499",Y-3,2
Calzado de Fútbol Copa Pure II.2 Pasto Sintético,"$2,199",Fútbol,1
Tenis JS Bones Campus 80,"$3,199",Originals,2
Tenis SoleMatch Control para Tenis,"$2,899",Tennis,3
Tenis Runfalcon 2.0,"$1,189",Hombre Running,17
Tenis D.O.N. Issue 4,"$2,999",Basketball,5
Tenis Retropy F90,"$2,699",Originals,3
ADIZERO PRIME X STRUNG,"$5,999",Running,1
Tenis adidas Grand Court TD Lifestyle Court Casual,"$1,399",Hombre Sportswear,7
Tenis Galaxy 6,"$1,499",Running,14
Tenis Solarcontrol 2.0,"$2,606",Running,1
Tenis de Senderismo Terrex AX4 GORE-TEX,"$3,299",TERREX,1
Tenis Adizero Boston 11,"$4,299",Hombre Running,6
Tenis de Trail Running Terrex Speed Ultra,"$2,359",TERREX,1
Tenis Response Super,"$1,899",Running,5
Tenis AlphaEdge +,"$1,599",Sportswear,4
NY 90,"$1,699",Originals,7
Tenis Ultrabounce,"$1,895",Running,15
Tenis Adizero RC 4,"$2,299",Running,7
Tenis VS Pace 2.0,"$1,199",Sportswear,2
Tenis Galaxy 6,"$1,499",Hombre Running,14
Calzado de Fútbol Copa Sense.1 césped natural húmedo,"$9,999",Fútbol,1
Tenis Ozelle Cloudfoam,"$1,799",Hombre Sportswear,4
Tenis de Senderismo Terrex AX4,"$2,899",TERREX,3
Calzado de Fútbol X Speedportal.1 Terreno Blando,"$9,999",Fútbol,4
Tenis Oztral,"$3,299",Originals,6
Calzado de Fútbol Sin Cordones Predator Elite  Terreno Firme,"$7,499",Fútbol,1
Tenis Running Switch Run,"$1,737",Running,3
Tenis Stan Smith Bonega 2B,"$2,799",Originals,2
Tenis Defiant Speed para Tenis,"$2,399",Tennis,2
Tenis Avery,"$2,999",Sportswear,14
Tenis OZWEEGO OG,"$2,999",Originals,3
Tenis Adizero RC 4,"$2,299",Running,7
Tenis Stan Smith Parley,"$2,999",Originals,1
Tenis Superstar,"$2,299",Originals,10
Tenis Rapidmove,"$2,099",Training,4
Tenis Dropset Trainer,"$2,999",Training,2
Calzado de Fútbol X Speedportal.1 Terreno Blando,"$9,999",Fútbol,4
Tenis Top Ten RB,"$2,299",Originals,12
Tenis Ultraboost 22,"$3,359",Running,7
Tenis Duramo Speed,"$2,199",Running,10
Tenis Forum Low PRIDE RM,"$2,399",Originals,1
Tenis Advantage,"$1,599",Hombre Sportswear,12
Calzado de fútbol Predator Accuracy.1 Low Terreno Firme,"$5,174",Fútbol,3
Tenis Top Ten RB,"$2,299",Originals,12
Tenis Courtblock,"$1,199",Sportswear,8
Calzado de Fútbol Copa Pure II.1 Terreno Firme,"$7,499",Fútbol,1
Tenis Superstar 82,"$2,699",Originals,1
Calzado de Ciclismo de Ruta,"$3,299",Ciclismo,3
Busenitz Vulc 2.0 Shoes,"$1,500",Originals,1
Sandalias Adilette Premium,"$1,087",Hombre Originals,2
Tenis Breaknet 2.0,"$1,399",Sportswear,5
Tenis Adistar 2.0,"$3,499",Running,9
TERREX AGRAVIC FLOW 2 GTX,"$3,999",TERREX,2
Tenis Trae Young 2,"$3,799",Basketball,7
Tenis adidas Grand Court Alpha Cloudfoam Lifestyle Court Comfort,"$1,799",Hombre Sportswear,3
ADILETTE,"$1,499",Hombre Originals,23
Tenis Advantage,"$1,599",Hombre Sportswear,12
Y-3 NIZZA LO,"$6,499",Y-3,1
Calzado de Fútbol X Speedportal.1 Terreno Blando,Unknown,Fútbol,4
Tenis Adizero Boston 11,"$4,299",Hombre Running,6
Tenis adidas Grand Court Cloudfoam Lifestyle Court Comfort,"$1,699",Hombre Sportswear,10
Tenis de Running Ultrabounce TR Bounce,"$2,599",Hombre Running,3
Sandalias Adilette Premium,"$1,172",Hombre Originals,2
Tenis Adizero Boston 12,"$4,299",Running,6
Tenis Rivalry Low 86,"$2,132",Originals,1
Tenis Advantage Base,Unknown,Hombre Sportswear,6
DAME 8 EXTPLY,"$2,999",Basketball,1
Tenis Trae Young 2.0,"$3,799",Basketball,7
Tenis Duramo RC,"$1,299",Running,6
Tenis de Trail Running Tracefinder,"$1,699",TERREX,3
URBAN COURT,$999,Sportswear,2
Tenis Adistar 2.0,"$3,499",Hombre Running,9
Calzado de fútbol Predator Accuracy+ Terreno Firme,"$6,399",Fútbol,2
Tenis Advantage,"$1,599",Sportswear,12
Tenis Forum 84 Hi,"$2,111",Originals,2
Tenis UBounce DNA,"$1,999",Sportswear,8
Tenis Response,"$1,799",Running,1
Tenis Racer TR21 Cloudfoam,"$1,999",Hombre Sportswear,8
Courtflash Speed,"$1,899",Tennis,2
Tenis Trae Young Unlimited 2 Low,"$3,399",Basketball,1
Tenis Rivalry Low 86,"$2,699",Originals,1
Tenis Adistar 2.0,"$3,499",Running,9
Tenis Campus 80s,"$2,499",Originals,4
Tenis Forum 84 Low AEC,"$2,207",Originals,1
Tenis Hyperturf,"$3,199",Originals,9
Tenis adidas Grand Court Cloudfoam Comfort,"$1,499",Sportswear,2
Tenis de Trail Running Terrex Agravic Flow 2.0,"$3,599",TERREX,3
Tenis Superstar XLG,"$2,599",Originals,2
Calzado de Fútbol Crazyfast STRUNG+ Terreno Firme,"$9,999",Fútbol,1
Calzado de fútbol X Crazyfast League FG,"$2,199",Fútbol,1
Tenis Adistar 2.0,"$3,499",Running,9
Tenis Hyperturf,"$3,199",Originals,9
Tenis NMD S1,"$3,587",Originals,2
Tenis De Ciclismo Para Interiores,"$2,111",Ciclismo,1
Tenis Adizero Adios 7,Unknown,Hombre Running,5
Tenis Adizero Boston 12,"$4,299",Running,6
Tenis Advantage,"$1,599",Hombre Sportswear,12
Tenis Campus 80s,"$2,499",Originals,2
Tenis Duramo SL,"$1,499",Running,11
Calzado de fútbol Copa Pure+ Terreno Firme,"$6,399",Fútbol,3
Tenis de Running Switch Move,Unknown,Running,7
Tenis SOLARGLIDE 6,Unknown,Running,7
Calzado X Crazyfast Salah.3 Terreno Firme,Unknown,Fútbol,1
Tenis Adizero Takumi Sen 10,"$4,299",Running,1
Tenis Response,"$1,799",Running,4
Tenis Adizero Adios 7,"$3,499",Running,5
Tenis Entrap,"$1,399",Sportswear,2
Tenis Ultrabounce,"$2,015",Running,15
Tenis Runfalcon 3 TR,"$1,799",Running,5
Tenis A.B Continental 80,"$1,471",Originals,1
Calzado de fútbol X Crazyfast Elite Terreno Firme,"$6,999",Fútbol,1
ADISTAR CUSHION,"$2,515",Originals,2
Tenis NMD_V3,"$3,599",Originals,14
Tenis Ultrabounce,"$2,399",Running,15
Tenis Ozelle,"$1,799",Sportswear,2
Tenis de Senderismo Terrex AX4,"$2,899",TERREX,2
Tenis Ultraboost DNA x COPA World Cup,"$4,499",Sportswear,3
Tenis UBounce DNA,"$1,999",Sportswear,8
Tenis Runfalcon 3 TR,"$1,799",Running,5
Tenis Ultraboost DNA x COPA World Cup,"$4,499",Sportswear,3
Calzado X Crazyfast.3 Cancha Cubierta,"$2,199",Fútbol,3
Sandalias Adilette Shower,$899,Sportswear,23
Tenis UBounce DNA,"$1,999",Sportswear,8
Tenis SOLARGLIDE 6,"$3,399",Running,7
Tenis Postmove,"$1,599",Hombre Sportswear,5
Calzado de Fútbol Copa Pure.3 Terreno Firme,"$2,099",Fútbol,3
Tenis Osade,"$2,099",Sportswear,4
Sandalias Adilette Comfort,"$1,105",Sportswear,5
Tenis Top Ten RB,"$2,299",Hombre Originals,12
Tenis de Trail Running Terrex Agravic Flow 2.0,"$3,599",TERREX,3
Calzado de fútbol Predator Accuracy.2 Terreno Firme,"$4,499",Fútbol,1
Tenis Top Ten RB,"$2,299",Originals,2
Tenis Tech Response 3.0 Golf,"$1,799",Hombre Golf,3
Tenis Forum 84 Mid x Heitor,"$3,499",Originals,1
Tenis Rivalry Low 86,"$2,699",Hombre Originals,1
Tenis Ultrabounce,"$2,399",Running,15
Tenis Rivalry Low,"$2,199",Originals,5
Tenis Superstar,"$2,299",Originals,1
Tenis de Trail Running Terrex Trail Rider,"$2,599",TERREX,3
Sandalias Adilette,$999,Hombre Originals,23
Tenis Adizero RC 5,"$2,299",Running,6
Tenis Avaflash Low para Tenis,"$1,999",Tennis,4
RESPONSE CL,"$3,199",Hombre Originals,2
Tenis Runfalcon 3 TR,"$1,799",Running,5
RETROCROSS 24,"$2,499",Golf,3
X CRAZYFAST MESSI HYPE.1 FG,"$5,499",Fútbol,1
Tenis EQ19 Run,"$1,699",Hombre Running,3
Tenis ZNSORED Hi,"$2,299",Sportswear,3
Calzado de Fútbol X Crazyfast.1 Terreno Suave,"$7,499",Fútbol,1
Tenis Orketro 2.0,"$2,276",Originals,4
Tenis Busenitz,"$1,799",Originals,1
Tenis Adistar CS,"$3,599",Running,2
PREDATOR ACCURACY+ FG,"$9,999",Fútbol,1
NMD_S1,"$3,999",Hombre Originals,11
Tenis Superstar XLG,"$2,599",Originals,2
Tenis Adizero RC 4,"$2,299",Running,7
Tenis adidas Grand Court Alpha,"$1,799",Sportswear,3
Tenis Tech Response 3.0 Golf,"$1,799",Hombre Golf,3
Tenis de Trail Running Terrex Agravic Flow 2.0,"$3,599",Hombre TERREX,3
Tenis Stan Smith 80s,"$3,299",Originals,1
Tenis Hyperturf Pink Sugar Skull,Unknown,Originals,2
Tenis adidas Grand Court Base,Unknown,Sportswear,4
Calzado de Fútbol Predator Accuracy.3 Terreno Firme,"$2,299",Fútbol,1
Tenis Ultrabounce,"$2,399",Running,15
Tenis Advantage,"$1,599",Sportswear,6
Sandalias Adilette Boost,"$1,599",Sportswear,1
Tenis Ultraboost 22,"$3,999",Running,7
Zapatos de Golf ZG23,"$3,999",Hombre Golf,5
Tenis Adizero RC 5,"$2,299",Running,6
Calzado de Fútbol X Speedportal+ Terreno Blando,"$10,999",Fútbol,2
Tenis Lite Racer Rebold,"$1,699",Hombre Sportswear,2
Tenis Hyperturf,"$3,199",Originals,9
Tenis Orketro 2.0,"$2,441",Originals,4
ADIMATIC,"$2,299",Hombre Originals,5
Tenis Running Switch Run,"$2,199",Running,3
Tenis Response Super 3.0,"$2,199",Running,7
Tenis Response,"$1,799",Running,4
Tenis Response,"$1,799",Running,4
FORUM LOW CL,"$2,399",Originals,1
CALZADO X CRAZYLIGHT+ TERRENO FIRME,"$7,039",Fútbol,1
Tenis Copa Premiere,"$1,737",Originals,1
Tenis Forum 84 Low,"$2,899",Originals,1
Tenis Dame 8 Mr. Increíble,"$3,299",Basketball,1
Tenis NMD_V3,"$3,599",Originals,14
Tenis ZNCHILL,"$1,710",Sportswear,4
RESPONSE CL,"$3,199",Hombre Originals,2
Y-3 CENTENNIAL LO,"$9,499",Y-3,1
Tenis Lite Racer 2.0,"$1,299",Hombre Sportswear,3
Tenis Terrex Voyager 21 Travel,"$2,053",TERREX,1
Tenis NMD S1,"$2,759",Originals,1
Tenis de Senderismo Terrex Skychaser Tech Gore-Tex,"$4,699",TERREX,1
Tenis Oztral,"$1,946",Originals,6
Tenis de Running Switch Move,"$1,399",Running,7
Tenis Response CL,"$3,199",Originals,3
Tenis Stan Smith,"$2,799",Originals,1
Calzado de Fútbol X Speedportal.1 Terreno Firme,"$7,499",Fútbol,2
Tenis de Trail Running Terrex Speed flow,"$2,211",TERREX,2
Calzado de Fútbol Predator Accuracy.1 Low Terreno Blando,"$9,999",Fútbol,2
Tenis Lite Racer Adapt 4.0 Cloudfoam,"$1,699",Sportswear,3
Calzado de Fútbol X Speedportal+ Terreno Blando,"$10,999",Fútbol,2
Tenis Lite Racer 2.0,"$1,299",Hombre Sportswear,3
Tenis Campus 00s,"$2,499",Hombre Originals,10
Tenis de Fubol Predator Accuracy .1 FG,"$7,499",Fútbol,1
Tenis adidas Grand Court Base,"$1,299",Sportswear,4
Tenis Pureboost 22,"$3,299",Hombre Running,2
Tenis de Futbol X CRAZYFAST.1 LL FG,"$7,999",Fútbol,2
Tenis de Running Switch Move,"$1,399",Running,4
Zapatillas de Ciclismo de Ruta The Road Cycling Shoes 2.0,"$2,111",Ciclismo,1
Tenis NIZZA HI,"$2,199",Originals,2
Calzado de Fútbol Predator Accuracy.3 Low Terreno Firme,"$2,099",Fútbol,1
Tenis Advantage,"$1,399",Sportswear,1
Tenis Swift Run 22,"$2,299",Originals,4
Calzado de Ciclismo de Ruta Parley BOA®,"$4,299",Ciclismo,1
Tenis Grand Court Alpha,"$1,799",Sportswear,3
Tenis NMD_G1,"$3,499",Originals,3
Tenis Adizero RC 5,"$2,299",Running,6
OZELLE,"$1,799",Sportswear,2
GAZELLE INDOOR,"$2,039",Originals,1
Tenis adidas Grand Court TD Lifestyle Court Casual,"$1,399",Sportswear,2
Tenis Campus 80s,"$2,499",Originals,2
Calzado de Fútbol Predator Accuracy.4 Multiterreno Ajuste Tipo Calcetín,"$1,499",Fútbol,1
Tenis Duramo SL,"$1,499",Running,11
Tenis Top 10 2000,"$2,685",Originals,1
Tenis adidas Grand Court SE,"$1,499",Hombre Sportswear,1
Tenis Forum 84 Low AEC,"$3,199",Originals,1
Tenis Ultrabounce,"$2,399",Running,15
Tenis Stan Smith CS,"$2,099",Originals,2
Tenis Nizza Hi RF,"$2,199",Originals,2
Tenis Rivalry Low,"$2,199",Originals,2
Tenis NMD_V3,"$3,599",Originals,14
Tenis Hoops 2.0 Mid,"$1,599",Sportswear,1
Tenis Swift Run 22,"$2,199",Hombre Sportswear,4
ADICANE CLOG,$999,Sportswear,3
Tenis Rivalry Low,"$2,199",Originals,5
Tenis de Running Switch Move,"$1,399",Running,7
Tenis ZNCHILL LIGHTMOTION+,"$2,899",Sportswear,4
Tenis Campus NSRC,"$3,299",Originals,1
Tenis Orketro 2,"$3,299",Originals,2
Calzado de Fútbol Copa Pure II.4 Multiterreno,Unknown,Fútbol,1
Calzado de fútbol Predator Edge.1 Terreno Blando,Unknown,Fútbol,1
ADIZERO ADIOS 6 M,Unknown,Hombre Running,1
Tenis NMD_S1,Unknown,Originals,1
Tenis Ozweego Zip,Unknown,Originals,1
Tenis Run Falcon 2.0,Unknown,Running,5
Tenis Midcity Mid,"$1,799",Sportswear,3
Tenis de Senderismo Terrex AX4,"$2,899",TERREX,2
ADICANE CLOG,$999,Sportswear,3
Tenis Orketro 2.0,"$2,276",Originals,4
Tenis Runfalcon 3 TR,"$1,799",Running,5
Calzado de Fútbol Predator Accuracy+ Terreno Blando,"$10,999",Fútbol,2
Tenis Avaflash Low para Tenis,"$1,999",Tennis,4
Tenis Grand Court Base,"$1,299",Hombre Sportswear,4
Sandalias adilette Comfort,"$1,399",Sportswear,5
Tenis Kantana,"$1,899",Sportswear,1
Tenis Rivalry High,"$2,999",Originals,1
Calzado de Fútbol Predator Accuracy.1 Low Terreno Blando,"$9,999",Fútbol,2
Tenis Forum Parley,"$2,999",Originals,1
Calzado de Fútbol Predator Accuracy.2 Multiterreno,"$3,699",Fútbol,1
Tenis Ozweego x Disney,"$2,999",Originals,1
Calzado de Ciclismo de Ruta,"$3,299",Ciclismo,3
Tenis Rivalry Low 86,"$1,619",Originals,5
Tenis Solarcontrol,"$3,299",Hombre Running,2
Tenis Lite Racer 3.0,"$1,299",Sportswear,3
Tenis Ultrabounce,"$2,399",Running,15
Calzado de fútbol Copa Pure II+ Terreno Firme,"$9,499",Fútbol,1
Y-3 NIZZA BOOT,"$10,999",Y-3,1
Tenis Superstar Parley,"$2,999",Originals,1
Tenis Alphacomfy,Unknown,Running,1
Tenis Swift Run 22,"$2,199",Hombre Sportswear,4
Tenis Lite Racer Adapt 4.0 Cloudfoam Calce Fácil,"$1,699",Hombre Sportswear,3
Tenis ZNCHILL LIGHTMOTION+,"$2,899",Sportswear,4
Tenis Run Falcon 2.0,"$1,299",Running,3
Tenis Entrap,"$1,175",Sportswear,2
Tenis Alphatorsion 2.0,"$2,499",Running,1
Y-3 KYASU HI,"$9,499",Y-3,2
Tenis Pureboost 22,"$2,899",Running,4
Tenis 4DFWD,"$5,499",Running,3
Calzado de Fútbol Predator Accuracy.1 Cancha Cubierta,"$4,599",Fútbol,1
Tenis Harden Volume 7,"$3,999",Basketball,4
Tenis Adifom SLTN,"$2,799",Originals,5
Tenis Forum Low,"$1,895",Originals,10
Tenis EQ19 Run,"$1,699",Running,3
Tenis Supernova Stride M,"$2,999",Running,7
Tenis Supernova Rise,"$3,299",Running,7
Tenis Supernova Rise,"$3,299",Running,7
Tenis Supernova Rise,"$3,299",Running,7
Tenis Supernova Stride M,"$2,999",Running,7
Tenis Supernova Stride M,"$2,999",Running,7
Tenis Supernova Rise,"$3,299",Running,7
Tenis Supernova Stride M,"$2,999",Running,7
Tenis Supernova Stride M,"$2,999",Running,7
Tenis Trailmaker 2,"$2,399",TERREX,2
Tenis Supernova Stride M,"$2,999",Running,7
Tenis Supernova Rise,"$3,299",Running,7
Tenis Free Hiker 2.0 GORE-TEX,"$5,499",TERREX,4
Tenis Free Hiker 2.0 Low GORE-TEX,"$5,299",TERREX,3
Tenis Supernova Rise,"$3,299",Running,7
Tenis Free Hiker 2.0 Low GORE-TEX,"$5,299",TERREX,3
Tenis Supernova Rise,"$3,299",Running,7
Tenis Supernova Solution,"$2,799",Running,1
Tenis Free Hiker 2.0 GORE-TEX,"$5,499",TERREX,4
Tenis Free Hiker 2.0 GORE-TEX,"$5,499",TERREX,4
ULTRABOOST LIGHT,"$3,999",Hombre Running,2
NMD_G1,"$3,499",Hombre Originals,3
Tenis de Running Switch Move,"$1,399",Running,7
ULTRABOOST LIGHT,"$3,999",Running,2
Tenis Terrex Voyager 21 Travel,"$2,599",TERREX,1
Tenis Atlas Forum ADV,"$2,999",Originals,1
Tenis D.O.N. Issue #4,"$2,899",Basketball,5
Tenis Hyperturf Mole,Unknown,Originals,2
Tenis de Running Kaptir 2.0 Cloudfoam Lifestyle,"$1,999",Sportswear,2
Tenis Kaptir 2.0,"$1,999",Hombre Sportswear,2
Tenis Orketro 2,"$3,299",Originals,2
Tenis Galaxy Star,"$1,699",Running,2
Calzado de Fútbol X Speedportal Messi.4 Multiterreno,"$1,599",Fútbol,1
Tenis TRX Malla,Unknown,Hombre Originals,1
COPA PURE 2 ELITE SG,"$6,499",Fútbol,1
SUPERSTAR,"$2,199",Hombre Originals,23
Calzado de Fútbol Gamemode Terreno Firme,Unknown,Fútbol,1
ADICANE CLOG,$999,Sportswear,3
Tenis adidas SLTN,"$2,599",Originals,5
Tenis Run 60s 2.0,"$1,499",Sportswear,1
Tenis Ozweego,Unknown,Hombre Originals,1
Tenis Rivalry Low 86,"$2,132",Originals,3
HYPERTURF ADVENTURE SHIELD,"$3,329",Originals,1
Tenis adidas 4D Krazed,"$5,299",Originals,1
Tenis Lite Racer 2.0,"$1,299",Hombre Sportswear,2
Tenis de Senderismo Terrex Free Hiker 2.0,"$4,999",TERREX,1
Tenis adidas Grand Court Base,"$1,299",Sportswear,4
Tenis Response CL,"$3,099",Originals,3
PREDATOR ACCURACY.1 L FG,"$7,499",Fútbol,1
Tenis Crazychaos Shadow,"$1,999",Hombre Sportswear,2
Tenis Solarglide 5,Unknown,Hombre Running,3
Tenis Solarboost 5,"$3,799",Running,1
Tenis Lite Racer BYD 2.0,Unknown,Hombre Sportswear,1
Tenis X9000L3,"$2,799",Hombre Sportswear,3
Tenis Rivalry Low,"$1,737",Originals,13
Sandalias Adilette Pride,"$1,299",Hombre Originals,1
Tenis Superstar Bonega,"$2,399",Originals,4
Tenis Rivalry Low 86,"$2,699",Originals,5
Tenis Pureboost 22,"$2,899",Running,4
Tenis Galaxy Star,"$1,699",Running,2
Tenis Adizero Rose 1.5 Restomod,"$3,799",Hombre Basketball,1
Tenis X9000L2,"$2,499",Sportswear,2
Tenis de Senderismo AX2S,"$1,999",TERREX,2
Tenis Breaknet 2.0,"$1,249",Sportswear,1
Tenis Campus 00s,"$2,499",Hombre Originals,10
SUPERSTAR,"$2,199",Hombre Originals,23
Tenis Pureboost 22,"$2,899",Running,4
Tenis Response Run,Unknown,Hombre Running,3
Tenis Fluidflow 2.0,"$1,999",Hombre Sportswear,1
SUPERSTAR,"$1,869",Hombre Originals,23
Tenis X9000L3,"$2,799",Hombre Running,3
Tenis Duramo Protect,"$1,899",Hombre Running,1
Tenis Pureboost 22,"$2,899",Running,4
Tenis Rivalry Low,"$2,199",Originals,13
Tenis NY 90,"$1,799",Hombre Originals,1
Tenis Forum Mid,"$2,599",Originals,6
Tenis OZWEEGO Pure,"$2,799",Originals,5
Sandalias Adilette,$999,Hombre Originals,23
ADICANE SLIDE,$899,Sportswear,3
Tenis Run 70s,"$1,799",Hombre Sportswear,4
Tenis ZX 8000 Parley,"$3,399",Originals,1
Tenis Adimatic,"$2,299",Originals,5
Tenis Superstar,"$2,799",Originals,5
Sandalias Adilette,$999,Hombre Originals,23
Tenis Samba OG,"$2,199",Originals,2
Tenis Gazelle,"$2,499",Originals,9
Tenis Galaxy 6,"$1,109",Running,14
ADIDAS  X EXTRA BUTTER SAMBA,"$3,399",Originals,1
Y-3 QASA,"$6,799",Y-3,2
Tenis Samba OG,"$2,199",Originals,2
Tenis NMD_R1,"$2,345",Originals,31
ADIDAS  X END. SAMBA,"$2,699",Originals,1
SUPERSTAR,"$2,199",Hombre Originals,23
Tenis OZWEEGO,"$1,769",Originals,3
Tenis EQ21 Run,"$1,172",Running,10
Calzado de fútbol X Crazyfast League Pasto Sintético,"$2,199",Fútbol,1
Sandalias Adilette 22,"$1,299",Hombre Originals,14
Tenis Nora,"$1,579",Originals,1
Tenis de Running Ultrabounce TR Bounce,"$1,533",Running,3
Tenis Forum Low,"$2,399",Originals,11
Calzado de Fútbol Predator Accuracy.3 Terreno Firme,"$1,816",Fútbol,4
COUNTRY OG SFTM,"$2,399",Originals,2
Tenis Galaxy Star,"$1,172",Running,5
Tenis Coreracer,$827,Sportswear,1
Tenis X_PLORBOOST,"$2,559",Sportswear,17
Tenis OZWEEGO,"$2,219",Originals,12
Tenis X_PLR Phase,"$1,535",Sportswear,5
Tenis de Running Ultraboost Light 23,"$3,611",Running,21
Tenis LWST,"$2,399",Originals,2
Tenis AdiFOM Superstar,"$1,799",Originals,3
Tenis de Trail Running Tracefinder,"$1,257",TERREX,2
Tenis Runfalcon 2.0,"$1,105",Running,15
Tenis Ultraboost 1.0,"$3,359",Sportswear,7
Calzado para Futsal Predator Accuracy.4,"$1,034",Fútbol,2
Tenis AdiFOM TRXN,"$2,039",Originals,3
Tenis Forum 84 High,"$2,606",Originals,1
Tenis Alphaboost V1,"$1,997",Sportswear,3
Tenis Running Switch Run,"$1,187",Running,5
Tenis Supernova Running 3,"$1,655",Running,4
FREE HIKER 2.0 LOW GORE-TEX,"$3,126",TERREX,3
Tenis de Running Alphabounce+ Sustainable Bounce,"$1,579",Sportswear,9
NMD_R1.V2,"$2,685",Originals,31
Tenis OZWEEGO,"$1,919",Originals,12
TENIS DE SENDERISMO TERREX SWIFT R3 GORE-TEX,"$2,241",TERREX,1
Tenis Stan Smith CS,"$2,099",Originals,7
Tenis Handball Spezial,"$2,199",Originals,2
Tenis Ultra adidas 4D,"$4,619",Sportswear,1
Calzado de Fútbol Copa Gloro Cancha Cubierta,"$1,749",Fútbol,2
Calzado de Fútbol Predator Accuracy.3 Pasto Sintético,"$1,816",Fútbol,1
ADIDAS  X POLITICS SAMBA,"$2,999",Originals,1
Tenis D-Pad,Unknown,Sportswear,3
Tenis Lite Racer Adapt 6.0,"$1,172",Sportswear,2
Tenis adi2000 X,"$2,599",Originals,2
Tenis Duramo SL 2.0,"$1,183",Running,5
Tenis Samba OG,"$2,199",Originals,2
Tenis Mocaturf Adventure,"$2,064",Originals,2
Tenis Supernova Running 3,"$1,655",Running,8
Tenis Matchbreak Super,"$1,379",Originals,4
TRAE UNLIMITED,"$2,399",Basketball,3
Tenis Everyset Trainer,"$1,899",Training,4
100DB,"$1,627",Sportswear,1
Tenis Racer TR23,$980,Sportswear,5
Tenis NMD_R1,"$2,345",Hombre Originals,31
Sandalias Adilette 22,$896,Hombre Originals,14
Tenis Nizza Parley,"$2,111",Hombre Originals,1
Tenis Showtheway 2.0,$896,Sportswear,3
Tenis de Running Alphabounce+ Sustainable Bounce,"$1,579",Sportswear,10
Tenis Ultraboost 1.0,"$2,559",Running,6
Tenis Superstar,"$2,299",Hombre Originals,23
Tenis Top Ten RB,"$1,701",Originals,12
Tenis Superstar Millenicon,"$2,999",Originals,2
Sandalias Terrex Hydroterra,"$1,899",TERREX,2
Tenis Everyset,"$1,500",Training,6
NMD_R1.V2,"$3,399",Hombre Originals,31
Tenis Swift Run,"$1,586",Sportswear,4
Tenis Response Super 3.0,"$1,737",Running,7
Calzado de futboL X Crazyfast.3 Sin Cordones Césped artificial,"$1,895",Fútbol,2
Tenis Y-3 Gazelle,"$6,999",Y-3,4
Tenis Court Revival Cloudfoam Modern Lifestyle Court Comfort,"$1,737",Sportswear,4
Tenis Runfalcon 2.0,"$1,399",Running,15
Tenis Forum Bonega,"$2,699",Originals,3
Tenis Superstar Milencon,"$1,651",Originals,5
Tenis Superstar,"$2,199",Originals,23
Tenis Kaptir Flow,$979,Sportswear,6
Tenis Gazelle,"$2,499",Originals,9
Tenis EQ21 Run,"$1,699",Running,10
Sandalias Adilette 22,"$1,299",Hombre Originals,14
Tenis OZWEEGO,"$2,519",Originals,1
CAMPUS 00s,"$2,499",Originals,10
Tenis Ozelle Cloudfoam,"$1,579",Sportswear,3
Tenis Duramo SL,"$1,499",Hombre Running,8
Tenis OwnTheGame,"$1,274",Sportswear,7
Tenis Superstar,"$2,499",Originals,23
Tenis Ozelle Cloudfoam,"$1,579",Sportswear,3
Tenis Samba OG,"$2,199",Originals,2
Tenis Gazelle,"$2,399",Originals,14
Tenis Adizero Adios Pro 3.0,"$4,999",Running,2
Tenis Ultraboost Light 23,"$2,559",Running,21
Tenis NMD_R1.V2,"$3,399",Hombre Originals,31
Tenis Campus 00s,"$2,499",Originals,10
FORUM LOW CL,"$2,039",Hombre Originals,10
Tenis Superstar Bonega,"$2,399",Originals,4
