id,shoe_name,shoe_price,shoe_category,shoe_nColors,shoe_genre
HP6565,Tenis Oztral,"$3,299",Originals,6,Mujer
IF8885,Calzado de Fútbol Sin Cordones Predator Elite  Terreno Firme,"$7,499",Fútbol,1,Mujer
IF5714,Tenis Running Switch Run,"$1,737",Running,3,Mujer
IG2585,Tenis Stan Smith Bonega 2B,"$2,799",Originals,2,Mujer
ID1507,Tenis Defiant Speed para Tenis,"$2,399",Tennis,2,Mujer
HP5979,Tenis Avery,"$2,999",Sportswear,14,Mujer
GY2209,Tenis EQ21 Run,"$1,699",Mujer Running,10,Mujer
IF2203,Tenis Superstar,"$2,799",Mujer Originals,5,Mujer
IE6998,Tenis OZWEEGO OG,"$2,999",Originals,3,Mujer
GX6660,Tenis Adizero RC 4,"$2,299",Running,7,Mujer
HP2205,Tenis Stan Smith Parley,"$2,999",Originals,1,Mujer
IF7615,Tenis Superstar,"$2,299",Originals,10,Mujer
HP5790,Tenis Ultrabounce,"$2,399",Mujer Running,14,Mujer
HP3295,Tenis Rapidmove,"$2,099",Training,4,Mujer
GV9062,Tenis Adizero Adios 7,Unknown,Mujer Running,4,Mujer
GW3903,Tenis Dropset Trainer,Unknown,Training,2,Mujer
GZ5093,Calzado de Fútbol X Speedportal.1 Terreno Blando,Unknown,Fútbol,4,Mujer
FZ6203,Tenis Top Ten RB,Unknown,Originals,12,Mujer
IE5528,SUPERSTAR W,Unknown,Mujer Originals,10,Mujer
HQ8593,Tenis Ultraboost 22,Unknown,Running,7,Mujer
IE9672,Tenis Duramo Speed,"$2,199",Running,10,Mujer
ID7491,Tenis Forum Low PRIDE RM,"$2,399",Originals,1,Mujer
GW4574,Calzado de fútbol Predator Accuracy.1 Low Terreno Firme,"$5,174",Fútbol,3,Mujer
FZ6204,Tenis Top Ten RB,"$2,299",Originals,12,Mujer
IG6534,Tenis Courtblock,"$1,199",Sportswear,8,Mujer
IE4894,Calzado de Fútbol Copa Pure II.1 Terreno Firme,"$7,499",Fútbol,1,Mujer
HQ6350,Tenis Ultraboost Light 23,"$3,999",Mujer Running,17,Mujer
HP6149,Tenis de Running Alphabounce+ Sustainable Bounce,"$1,899",Mujer Sportswear,9,Mujer
ID2151,Tenis Superstar 82,"$2,699",Originals,1,Mujer
GX1661,Calzado de Ciclismo de Ruta,"$3,299",Ciclismo,3,Mujer
IG8510,Tenis X_PLR Boost,"$3,999",Mujer Sportswear,1,Mujer
IG5246,Busenitz Vulc 2.0 Shoes,"$1,500",Originals,1,Mujer
ID8861,Tenis adidas Grand Court Alpha Cloudfoam Lifestyle Comfort,"$1,599",Mujer Sportswear,4,Mujer
IG3262,Calzado de Golf Summervent 24 Bounce Corte Bajo,"$2,299",Mujer Golf,2,Mujer
HP9407,Tenis Breaknet 2.0,"$1,399",Sportswear,5,Mujer
HP2335,Tenis Adistar 2.0,Unknown,Running,9,Mujer
IG8020,TERREX AGRAVIC FLOW 2 GTX,Unknown,TERREX,2,Mujer
GX4512,Tenis Hyperturf Adventure,Unknown,Mujer Originals,2,Mujer
IF0415,Tenis Avaflash Low para Tenis,Unknown,Mujer Tennis,4,Mujer
HQ1198,Tenis de golf Tech Response 3.0,Unknown,Mujer Golf,2,Mujer
HQ0997,Tenis Trae Young 2,Unknown,Basketball,7,Mujer
IF7790,Y-3 NIZZA LO,"$6,499",Y-3,1,Mujer
GW8440,Calzado de Fútbol X Speedportal.1 Terreno Blando,"$9,999",Fútbol,4,Mujer
IE0730,Tenis Ultrabounce,Unknown,Mujer Running,14,Mujer
IG3321,Tenis Adizero Boston 12,Unknown,Running,6,Mujer
IE7137,Tenis Rivalry Low 86,"$2,132",Originals,1,Mujer
GY3682,Tenis Racer TR21,Unknown,Mujer Sportswear,2,Mujer
ID4280,Bota Adifom SST,"$2,399",Mujer Originals,7,Mujer
IG8084,DAME 8 EXTPLY,"$2,999",Basketball,1,Mujer
IE5268,Tenis Osade,"$2,099",Mujer Sportswear,1,Mujer
IE1667,Tenis Trae Young 2.0,"$3,799",Basketball,7,Mujer
ID2707,Tenis Duramo RC,"$1,299",Running,6,Mujer
IE5908,Tenis de Trail Running Tracefinder,"$1,699",TERREX,3,Mujer
IF4077,URBAN COURT,$999,Sportswear,2,Mujer
GW4560,Calzado de fútbol Predator Accuracy+ Terreno Firme,"$6,399",Fútbol,2,Mujer
GZ5302,Tenis Advantage,"$1,599",Sportswear,12,Mujer
ID9853,Tenis Duramo SL,"$1,499",Mujer Running,11,Mujer
GX5594,TENIS ULTRABOOST 22,"$3,999",Mujer Yoga,7,Mujer
IG6001,Tenis UBounce DNA,"$1,999",Sportswear,8,Mujer
IG0334,Tenis Response,"$1,799",Running,1,Mujer
GX2004,Tenis Response,"$1,799",Mujer Running,5,Mujer
IF0429,Courtflash Speed,"$1,899",Tennis,2,Mujer
IE7765,Tenis Trae Young Unlimited 2 Low,Unknown,Basketball,1,Mujer
IE7160,Tenis Rivalry Low 86,Unknown,Originals,1,Mujer
ID2501,Tenis de Trail Running Terrex Agravic Flow 2.0 GORE-TEX,Unknown,Mujer TERREX,1,Mujer
ID2804,Tenis Adistar 2.0,Unknown,Running,9,Mujer
IE0387,Tenis AdiFOM SST Bota,Unknown,Mujer Originals,7,Mujer
FZ6152,Tenis Campus 80s,Unknown,Originals,4,Mujer
HR0557,Tenis Forum 84 Low AEC,Unknown,Originals,1,Mujer
GW6756,Tenis Hyperturf,"$3,199",Originals,9,Mujer
ID2948,Tenis adidas Grand Court Cloudfoam Comfort,"$1,499",Sportswear,2,Mujer
IG8018,Tenis de Trail Running Terrex Agravic Flow 2.0,"$3,599",TERREX,3,Mujer
ID5792,Tenis Superstar XLG,"$2,599",Originals,2,Mujer
IG0783,Calzado de Fútbol Crazyfast STRUNG+ Terreno Firme,"$9,999",Fútbol,1,Mujer
IG0605,Calzado de fútbol X Crazyfast League FG,"$2,199",Fútbol,1,Mujer
FZ5622,Tenis Adistar 2.0,"$3,499",Running,9,Mujer
ID7720,Tenis de Trail Running Terrex Soulstride Flow,"$2,999",Mujer TERREX,3,Mujer
GX4487,Tenis Hyperturf,"$3,199",Originals,9,Mujer
GZ9798,Tenis NMD S1,"$3,587",Originals,2,Mujer
GX6544,Tenis De Ciclismo Para Interiores,"$2,111",Ciclismo,1,Mujer
ID2556,SUPERSTAR AYOON W,"$2,399",Mujer Originals,4,Mujer
IG3319,Tenis Adizero Boston 12,"$4,299",Running,6,Mujer
IF5335,Tenis Campus 80s,"$2,499",Originals,2,Mujer
IF7885,Tenis Duramo SL,Unknown,Running,11,Mujer
HQ8894,Calzado de fútbol Copa Pure+ Terreno Firme,Unknown,Fútbol,3,Mujer
GW2405,Tenis Lite Racer Rebold,Unknown,Mujer Sportswear,1,Mujer
ID5253,Tenis de Running Switch Move,Unknown,Running,7,Mujer
ID3316,Tenis Ultraboost Light,Unknown,Mujer Running,2,Mujer
IE3338,Tenis Ultraboost Light,Unknown,Mujer Running,4,Mujer
GV9152,Tenis SOLARGLIDE 6,"$3,399",Running,7,Mujer
IF9158,Tenis Avryn_X,"$2,899",Mujer Sportswear,1,Mujer
IG0786,Calzado X Crazyfast Salah.3 Terreno Firme,"$2,499",Fútbol,1,Mujer
IG3134,Tenis Adizero Takumi Sen 10,"$4,299",Running,1,Mujer
IG9922,Tenis Response,"$1,799",Running,4,Mujer
IE0731,Tenis Ultrabounce,"$2,399",Mujer Running,14,Mujer
GV9059,Tenis Adizero Adios 7,"$3,499",Running,5,Mujer
GZ6808,Tenis Entrap,"$1,399",Sportswear,2,Mujer
HQ1475,Tenis Ultrabounce,"$2,015",Running,15,Mujer
IF4025,Tenis Runfalcon 3 TR,"$1,799",Running,5,Mujer
IG9516,Tenis adizero Cybersonic para Tenis,"$3,999",Mujer Tennis,1,Mujer
IG5574,Tenis A.B Continental 80,"$1,471",Originals,1,Mujer
IE0389,Tenis AdiFOM SST Bota,"$2,399",Mujer Originals,7,Mujer
IE2376,Calzado de fútbol X Crazyfast Elite Terreno Firme,"$6,999",Fútbol,1,Mujer
IF6528,ADISTAR CUSHION,"$2,515",Originals,2,Mujer
HQ4446,Tenis NMD_V3,"$3,599",Originals,14,Mujer
HP5796,Tenis Ultrabounce,"$2,399",Running,15,Mujer
IG5987,Tenis Ozelle,"$1,799",Sportswear,2,Mujer
IF4868,Tenis de Senderismo Terrex AX4,"$2,899",TERREX,2,Mujer
GW7270,Tenis Ultraboost DNA x COPA World Cup,"$4,499",Sportswear,3,Mujer
IG6000,Tenis UBounce DNA,"$1,999",Sportswear,8,Mujer
ID7308,Tenis Adizero SL Cierra,Unknown,Mujer Running,1,Mujer
HP7569,Tenis Runfalcon 3 TR,Unknown,Running,5,Mujer
GW7271,Tenis Ultraboost DNA x COPA World Cup,Unknown,Sportswear,3,Mujer
ID9341,Calzado X Crazyfast.3 Cancha Cubierta,Unknown,Fútbol,3,Mujer
GZ5923,Sandalias Adilette Shower,Unknown,Sportswear,23,Mujer
IE4614,Tenis AdiFOM SST Bota,Unknown,Mujer Originals,7,Mujer
IG1414,Tenis Response,"$1,799",Mujer Running,5,Mujer
IG6004,Tenis UBounce DNA,"$1,999",Sportswear,8,Mujer
IE2013,Sandalias adilette,$899,Mujer Originals,7,Mujer
HP7613,Tenis SOLARGLIDE 6,"$3,399",Running,7,Mujer
HQ8941,Calzado de Fútbol Copa Pure.3 Terreno Firme,"$2,099",Fútbol,3,Mujer
HQ6347,Tenis Ultraboost Light,"$3,999",Mujer Running,17,Mujer
GW8571,Tenis Disney Forum Bold,Unknown,Mujer Originals,1,Mujer
ID3096,Tenis Osade,"$2,099",Sportswear,4,Mujer
ID8794,Tenis adidas VL Court 3.0 Low Skateboarding,"$1,499",Mujer Sportswear,3,Mujer
GW9647,Sandalias Adilette Comfort,"$1,105",Sportswear,5,Mujer
GX9810,Tenis EQ21 Run,"$2,399",Mujer Running,10,Mujer
HR1115,Tenis de Trail Running Terrex Agravic Flow 2.0,"$3,599",TERREX,3,Mujer
IE0388,Tenis AdiFOM SST Bota,"$2,399",Mujer Originals,7,Mujer
IE3337,Tenis Ultraboost Light,"$3,999",Mujer Running,4,Mujer
GZ0027,Calzado de fútbol Predator Accuracy.2 Terreno Firme,"$4,499",Fútbol,1,Mujer
IE7246,Tenis Top Ten RB,Unknown,Originals,2,Mujer
ID2824,Tenis Forum 84 Mid x Heitor,Unknown,Originals,1,Mujer
HQ7081,Sandalias Adilette Comfort,Unknown,Mujer Sportswear,8,Mujer
IE0719,Tenis Ultrabounce,Unknown,Running,15,Mujer
IE9658,Sandalias Adilette Lite,Unknown,Mujer Originals,6,Mujer
IE7284,Tenis Rivalry Low,Unknown,Originals,5,Mujer
IE9638,Tenis Superstar,"$2,299",Originals,1,Mujer
IF0386,Tenis de Trail Running Terrex Trail Rider,"$2,599",TERREX,3,Mujer
HQ3679,Tenis Adizero RC 5,"$2,299",Running,6,Mujer
IG6430,Tenis Adizero Adios Pro 3,"$4,999",Mujer Running,6,Mujer
ID0275,Tenis X_PLRBOOST,"$3,999",Mujer Sportswear,1,Mujer
IG9543,Tenis Avaflash Low para Tenis,"$1,999",Tennis,4,Mujer
HQ3540,Tenis Ultraboost 22 Made with Nature,Unknown,Mujer Running,1,Mujer
H03627,Sandalias Adilette Comfort,Unknown,Mujer Sportswear,8,Mujer
HQ9116,Tenis NMD_V3,Unknown,Mujer Originals,4,Mujer
GW2184,Tenis Rivalry Low,Unknown,Mujer Originals,5,Mujer
ID3345,COURT PLATFORM,Unknown,Mujer Sportswear,1,Mujer
HP7570,Tenis Runfalcon 3 TR,Unknown,Running,5,Mujer
IE2593,Tenis de Senderismo Eastrail 2.0 RAIN.RDY Mid,Unknown,Mujer TERREX,2,Mujer
IG3279,RETROCROSS 24,Unknown,Golf,3,Mujer
ID0069,X CRAZYFAST MESSI HYPE.1 FG,Unknown,Fútbol,1,Mujer
S42546,Tenis Supernova,Unknown,Mujer Running,3,Mujer
GV9142,Tenis Solarboost 5,Unknown,Mujer Running,2,Mujer
ID8248,Tenis ZNSORED Hi,Unknown,Sportswear,3,Mujer
ID8501,Sandalias adilette Comfort,Unknown,Mujer Sportswear,2,Mujer
ID2557,SUPERSTAR AYOON W,Unknown,Mujer Originals,4,Mujer
IE6628,Calzado de Fútbol X Crazyfast.1 Terreno Suave,Unknown,Fútbol,1,Mujer
GZ9417,Tenis Orketro 2.0,Unknown,Originals,4,Mujer
ID3370,Tenis Busenitz,Unknown,Originals,1,Mujer
HP5657,Tenis Adistar CS,Unknown,Running,2,Mujer
GZ2606,PREDATOR ACCURACY+ FG,Unknown,Fútbol,1,Mujer
GX6666,TENIS ULTRABOOST 22,Unknown,Mujer Running,7,Mujer
ID9576,Tenis X_PLORBOOST,Unknown,Mujer Sportswear,12,Mujer
ID5791,Tenis Superstar XLG,Unknown,Originals,2,Mujer
H01120,Tenis Adizero RC 4,Unknown,Running,7,Mujer
H06106,Tenis adidas Grand Court Alpha,Unknown,Sportswear,3,Mujer
IF0202,Tenis Stan Smith 80s,Unknown,Originals,1,Mujer
HP2496,Tenis Hyperturf Pink Sugar Skull,Unknown,Originals,2,Mujer
H01163,Tenis Solarglide 5,Unknown,Mujer Running,4,Mujer
EE7901,Tenis adidas Grand Court Base,Unknown,Sportswear,4,Mujer
GZ6748,Tenis Edge Lux,Unknown,Mujer Sportswear,3,Mujer
GZ0026,Calzado de Fútbol Predator Accuracy.3 Terreno Firme,Unknown,Fútbol,1,Mujer
IE0718,Tenis Ultrabounce,Unknown,Running,15,Mujer
ID0213,Tenis Rapidmove ADV Earth Trainer,Unknown,Mujer Training,1,Mujer
IG1413,Tenis Response,Unknown,Mujer Running,5,Mujer
IF5406,Tenis Advantage,Unknown,Sportswear,6,Mujer
IF6106,Tenis Advantage,Unknown,Mujer Sportswear,2,Mujer
GX4285,Sandalias Adilette Boost,Unknown,Sportswear,1,Mujer
GX6642,Tenis Ultraboost 22,Unknown,Running,7,Mujer
GX9781,Tenis Adizero RC 5,Unknown,Running,6,Mujer
GW8418,Calzado de Fútbol X Speedportal+ Terreno Blando,Unknown,Fútbol,2,Mujer
IE5532,SUPERSTAR W,Unknown,Mujer Originals,10,Mujer
GW6755,Tenis Hyperturf,Unknown,Originals,9,Mujer
GZ9421,Tenis Orketro 2.0,Unknown,Originals,4,Mujer
IF2392,Tenis Pureboost 23,"$3,299",Mujer Running,4,Mujer
IF5720,Tenis Running Switch Run,"$2,199",Running,3,Mujer
GV8754,Tenis Ultraboost 5.0 DNA,"$4,299",Mujer Sportswear,2,Mujer
IF7251,Tenis Response Super 3.0,"$2,199",Running,7,Mujer
ID1116,Tenis Hoops 3,"$1,499",Mujer Sportswear,2,Mujer
IG1416,Tenis Response,"$1,799",Running,4,Mujer
IG1418,Tenis Response,"$1,799",Running,4,Mujer
ID3340,Tenis adidas Court Funk,"$1,999",Mujer Sportswear,1,Mujer
IG3781,FORUM LOW CL,"$2,399",Originals,1,Mujer
IF3059,CALZADO X CRAZYLIGHT+ TERRENO FIRME,"$7,039",Fútbol,1,Mujer
IF7530,Tenis Copa Premiere,"$1,737",Originals,1,Mujer
FZ6293,Tenis Forum 84 Low,"$2,899",Originals,1,Mujer
IF0959,Tenis de Entrenamiento Amplimove,"$1,399",Mujer Training,3,Mujer
HR1562,Tenis Dame 8 Mr. Increíble,"$3,299",Basketball,1,Mujer
GY4134,Tenis NMD_V3,"$3,599",Originals,14,Mujer
ID3499,Tenis de Running 4DFWD 3,"$5,499",Mujer Running,3,Mujer
HP6677,Tenis ZNCHILL,"$1,710",Sportswear,4,Mujer
IF7787,Y-3 CENTENNIAL LO,"$9,499",Y-3,1,Mujer
IF7429,Tenis Terrex Voyager 21 Travel,"$2,053",TERREX,1,Mujer
H03190,Tenis De Trail Running Terrex Agravic Flow 2,"$3,599",Mujer TERREX,4,Mujer
HP5522,Tenis NMD S1,"$2,759",Originals,1,Mujer
H03625,Sandalias Adilette Comfort,Unknown,Mujer Sportswear,8,Mujer
IE9904,Tenis de Senderismo Terrex Skychaser Tech Gore-Tex,Unknown,TERREX,1,Mujer
ID4246,Tenis Oztral,Unknown,Originals,6,Mujer
ID8329,Tenis de Running Switch Move,Unknown,Running,7,Mujer
ID4596,Tenis Response CL,Unknown,Originals,3,Mujer
ID6977,Tenis Stan Smith,Unknown,Originals,1,Mujer
GZ5109,Calzado de Fútbol X Speedportal.1 Terreno Firme,"$7,499",Fútbol,2,Mujer
IF0404,Tenis Avacourt 2,Unknown,Mujer Tennis,2,Mujer
IF5002,Tenis de Trail Running Terrex Speed flow,Unknown,TERREX,2,Mujer
GW4584,Calzado de Fútbol Predator Accuracy.1 Low Terreno Blando,"$9,999",Fútbol,2,Mujer
GX4776,Tenis Lite Racer Adapt 4.0 Cloudfoam,"$1,699",Sportswear,3,Mujer
GZ5118,Calzado de Fútbol X Speedportal+ Terreno Blando,"$10,999",Fútbol,2,Mujer
HP9835,Tenis Comfort Runner,"$1,579",Mujer Sportswear,1,Mujer
GZ0038,Tenis de Fubol Predator Accuracy .1 FG,"$7,499",Fútbol,1,Mujer
GY9451,Tenis Swift Run 22,"$2,299",Mujer Sportswear,2,Mujer
GW5612,Tenis adidas Grand Court Base,"$1,299",Sportswear,4,Mujer
FX4691,Tenis de Senderismo Terrex AX3,"$2,699",Mujer TERREX,2,Mujer
FZ6563,Tenis de Futbol X CRAZYFAST.1 LL FG,"$7,999",Fútbol,2,Mujer
GX6670,TENIS ULTRABOOST 22,"$3,999",Mujer Running,7,Mujer
IE7051,Sueco Adifom Stan Smith Mule,"$1,499",Mujer Originals,3,Mujer
HP6223,Tenis Cloudfoam Pure 2.0,Unknown,Mujer Sportswear,1,Mujer
IG1407,Tenis Response Super,Unknown,Mujer Running,5,Mujer
IF8549,Tenis Advantage Base adidas Court,Unknown,Mujer Sportswear,2,Mujer
ID5258,Tenis de Running Switch Move,Unknown,Running,4,Mujer
HQ6715,Zapatillas de Ciclismo de Ruta The Road Cycling Shoes 2.0,Unknown,Ciclismo,1,Mujer
IF6080,Tenis Advantage,Unknown,Sportswear,1,Mujer
IG5963,ADILETTE LITE W,Unknown,Mujer Originals,1,Mujer
F34057,Tenis NIZZA HI,"$2,199",Originals,2,Mujer
HQ1047,Tenis de Senderismo Terrex AX4,Unknown,Mujer TERREX,3,Mujer
GW4602,Calzado de Fútbol Predator Accuracy.3 Low Terreno Firme,"$2,099",Fútbol,1,Mujer
IG8995,Tenis de Running 4DFWD 3,"$5,499",Mujer Running,3,Mujer
IG1409,Tenis Response Super,"$1,899",Mujer Running,5,Mujer
GZ3496,Tenis Swift Run 22,"$2,299",Originals,4,Mujer
IF1541,Tenis Pureboost 23,"$3,299",Mujer Running,4,Mujer
GW6266,Calzado de Ciclismo de Ruta Parley BOA®,"$4,299",Ciclismo,1,Mujer
HQ8403,Tenis Avacourt para Tenis,"$3,599",Mujer Tennis,2,Mujer
IG0661,Tenis Grand Court Alpha,"$1,799",Sportswear,3,Mujer
HQ8591,Tenis Ultraboost 22,"$3,999",Mujer Running,7,Mujer
ID2395,Tenis NMD_G1,"$3,499",Originals,3,Mujer
HQ3677,Tenis Adizero RC 5,"$2,299",Running,6,Mujer
IG5988,OZELLE,"$1,799",Sportswear,2,Mujer
GY8408,Tenis Adizero Adios 7,"$3,499",Mujer Running,4,Mujer
ID1007,GAZELLE INDOOR,"$2,039",Originals,1,Mujer
ID3021,Tenis adidas Grand Court TD Lifestyle Court Casual,"$1,399",Sportswear,2,Mujer
IF5336,Tenis Campus 80s,"$2,499",Originals,2,Mujer
GZ4329,Sandalias Adilette,"$1,899",Mujer Originals,3,Mujer
ID3315,Tenis Ultraboost Light,"$3,999",Mujer Running,2,Mujer
GZ0017,Calzado de Fútbol Predator Accuracy.4 Multiterreno Ajuste Tipo Calcetín,"$1,499",Fútbol,1,Mujer
IF7273,Tenis Duramo SL,Unknown,Running,11,Mujer
HQ9005,Tenis Top 10 2000,Unknown,Originals,1,Mujer
HR0558,Tenis Forum 84 Low AEC,Unknown,Originals,1,Mujer
HQ1476,Tenis Ultrabounce,Unknown,Running,15,Mujer
IG2898,Tenis Stan Smith CS,Unknown,Originals,2,Mujer
HQ8536,Tenis Nizza Hi RF,Unknown,Originals,2,Mujer
IE2571,Tenis de Senderismo Terrex AX4,"$2,899",Mujer TERREX,1,Mujer
GY0910,ADIZERO ADIOS 6 W,"$3,499",Mujer Running,2,Mujer
GW6917,Tenis Ultraboost 22,"$3,999",Mujer Running,7,Mujer
IE7211,Tenis Rivalry Low,"$2,199",Originals,2,Mujer
HQ3969,Tenis NMD_V3,"$3,599",Originals,14,Mujer
GV9151,Tenis SOLARGLIDE 6,"$3,399",Mujer Running,4,Mujer
GY0601,Tenis Alphatorsion 2.0,"$2,499",Mujer Running,2,Mujer
FY8616,Tenis Hoops 2.0 Mid,"$1,599",Sportswear,1,Mujer
HQ9918,ADICANE CLOG,$999,Sportswear,3,Mujer
ID7557,Tenis Rivalry Low,"$2,199",Originals,5,Mujer
ID8330,Tenis de Running Switch Move,"$1,399",Running,7,Mujer
IE7052,Sueco Adifom Stan Smith Mule,"$1,499",Mujer Originals,3,Mujer
GX6853,Tenis ZNCHILL LIGHTMOTION+,"$2,899",Sportswear,4,Mujer
GV9028,Tenis Supernova 2.0,"$2,399",Mujer Running,4,Mujer
GX0536,Tenis Supernova+,"$2,599",Mujer Running,2,Mujer
IG1406,Tenis Response Super,Unknown,Mujer Running,5,Mujer
IE3336,Tenis Ultraboost Light,Unknown,Mujer Running,4,Mujer
ID5567,Tenis Katana,Unknown,Mujer Sportswear,2,Mujer
ID2169,Tenis Campus NSRC,Unknown,Originals,1,Mujer
IF2880,Tenis Orketro 2,Unknown,Originals,2,Mujer
IE4906,Calzado de Fútbol Copa Pure II.4 Multiterreno,Unknown,Fútbol,1,Mujer
GW1016,Calzado de fútbol Predator Edge.1 Terreno Blando,"$9,999",Fútbol,1,Mujer
HQ1461,Tenis Pureboost 22,"$3,299",Mujer Running,4,Mujer
ID0361,Tenis NMD_S1,"$3,199",Originals,1,Mujer
GZ2645,Tenis Ozweego Zip,"$3,499",Originals,1,Mujer
GV9576,Tenis Run Falcon 2.0,"$1,299",Running,5,Mujer
IF6665,Tenis Midcity Mid,"$1,799",Sportswear,3,Mujer
IG5683,Tenis de Senderismo Terrex AX4,"$2,899",TERREX,2,Mujer
ID8796,Tenis adidas VL Court 3.0 Low Skateboarding,"$1,499",Mujer Sportswear,3,Mujer
ID8332,Tenis de Running Switch Move,"$1,399",Mujer Running,4,Mujer
IE7897,ADICANE CLOG,$999,Sportswear,3,Mujer
HP9782,Tenis Orketro 2.0,"$2,276",Originals,4,Mujer
ID2264,Tenis Runfalcon 3 TR,"$1,799",Running,5,Mujer
GW4568,Calzado de Fútbol Predator Accuracy+ Terreno Blando,"$10,999",Fútbol,2,Mujer
IG9542,Tenis Avaflash Low para Tenis,"$1,999",Tennis,4,Mujer
FX4690,Tenis de Senderismo Terrex AX3,"$2,699",Mujer TERREX,2,Mujer
IE9713,Sandalias adilette Comfort,"$1,399",Sportswear,5,Mujer
ID5553,Tenis Kantana,"$1,899",Sportswear,1,Mujer
IF5173,Tenis Rivalry High,"$2,999",Originals,1,Mujer
GW4582,Calzado de Fútbol Predator Accuracy.1 Low Terreno Blando,"$9,999",Fútbol,2,Mujer
HP2206,Tenis Forum Parley,"$2,999",Originals,1,Mujer
GW4628,Calzado de Fútbol Predator Accuracy.2 Multiterreno,"$3,699",Fútbol,1,Mujer
IE8367,Tenis Ozweego x Disney,Unknown,Originals,1,Mujer
HQ8951,Tenis Astir SN,Unknown,Mujer Originals,1,Mujer
GW5327,Calzado de Ciclismo de Ruta,Unknown,Ciclismo,3,Mujer
GZ2557,Tenis Rivalry Low 86,Unknown,Originals,5,Mujer
IG3603,Tenis Lite Racer 3.0,Unknown,Sportswear,3,Mujer
ID1117,Tenis Hoops 3,Unknown,Mujer Sportswear,2,Mujer
IE0720,Tenis Ultrabounce,"$2,399",Running,15,Mujer
IE4893,Calzado de fútbol Copa Pure II+ Terreno Firme,"$9,499",Fútbol,1,Mujer
IF7789,Y-3 NIZZA BOOT,"$10,999",Y-3,1,Mujer
H67516,Tenis Adizero Boston 10,"$3,799",Mujer Running,1,Mujer
HP5659,Tenis Adistar CS,"$3,599",Mujer Running,2,Mujer
HP9933,Tenis Ultraboost 22,"$3,999",Mujer Running,7,Mujer
GY1774,Tenis de Running Supernova 2,"$2,399",Mujer Running,4,Mujer
IF0400,Tenis Avacourt 2,"$2,899",Mujer Tennis,2,Mujer
HP2204,Tenis Superstar Parley,"$2,999",Originals,1,Mujer
GZ3460,Tenis Alphacomfy,Unknown,Running,1,Mujer
GZ4897,Tenis ZNCHILL LIGHTMOTION+,"$2,899",Sportswear,4,Mujer
GX8239,Tenis Run Falcon 2.0,"$1,299",Running,3,Mujer
GW5498,Tenis Entrap,"$1,175",Sportswear,2,Mujer
HQ1463,Tenis Pureboost 22,"$3,299",Mujer Running,4,Mujer
ID8331,Tenis de Running Switch Move,"$1,399",Mujer Running,4,Mujer
ID8333,Tenis de Running Switch Move,Unknown,Mujer Running,4,Mujer
IE5523,SUPERSTAR AYOON W,Unknown,Mujer Originals,4,Mujer
GW9782,Sandalias Pouchylette,Unknown,Mujer Originals,3,Mujer
HR0278,Tenis Brevard,Unknown,Mujer Sportswear,2,Mujer
GY0594,Tenis Alphatorsion 2.0,Unknown,Running,1,Mujer
IE8162,Tenis Galaxy Star,Unknown,Mujer Running,3,Mujer
IG1411,Tenis Response,Unknown,Mujer Running,5,Mujer
ID2920,Y-3 KYASU HI,"$9,499",Y-3,2,Mujer
IE5524,SUPERSTAR AYOON W,Unknown,Mujer Originals,4,Mujer
GW9151,Tenis Pureboost 22,"$2,899",Running,4,Mujer
IF0240,Calzado de Golf Summervent 24 Bounce Corte Bajo,Unknown,Mujer Golf,2,Mujer
IG8993,Tenis 4DFWD,"$5,499",Running,3,Mujer
GW4556,Calzado de Fútbol Predator Accuracy.1 Cancha Cubierta,"$4,599",Fútbol,1,Mujer
GY6053,Tenis X9000L3,"$2,799",Mujer Running,2,Mujer
IE5154,TRAILMAKER 2 GORE-TEX,"$2,699",Mujer TERREX,1,Mujer
GY2587,Tenis Adizero Adios 7,"$3,499",Mujer Running,4,Mujer
HP3021,Tenis Harden Volume 7,"$3,999",Basketball,4,Mujer
GZ9645,Tenis Adifom SLTN,"$2,799",Originals,5,Mujer
IE7176,Tenis Forum Low,"$1,895",Originals,10,Mujer
GZ0564,Tenis EQ19 Run,"$1,699",Running,3,Mujer
GX8411,Tenis Solarcontrol,"$3,299",Mujer Running,3,Mujer
IG8311,Tenis Supernova Stride M,"$2,999",Running,7,Mujer
IF9837,Tenis Supernova Rise,"$3,299",Running,7,Mujer
IE4624,Tenis Supernova Stride W,"$2,999",Mujer Running,5,Mujer
IG7512,Tenis Supernova Rise,"$3,299",Mujer Running,6,Mujer
IG5844,Tenis Supernova Rise,"$3,299",Running,7,Mujer
IF6453,Sandalias Mehana,"$2,199",Mujer Sportswear,1,Mujer
IG5834,Tenis Supernova Rise,Unknown,Mujer Running,6,Mujer
ID2779,Tenis Supernova Rise,Unknown,Running,7,Mujer
IF3015,Tenis Supernova Rise,Unknown,Running,7,Mujer
IG8312,Tenis Supernova Stride M,Unknown,Running,7,Mujer
IG8317,Tenis Supernova Stride M,Unknown,Running,7,Mujer
IF3022,Tenis Supernova Rise,Unknown,Mujer Running,6,Mujer
ID0377,Tenis Supernova Rise,"$3,299",Mujer Running,6,Mujer
IG8313,Tenis Supernova Stride M,"$2,999",Running,7,Mujer
IG8621,Tenis adidas Court Silk,"$1,199",Mujer Sportswear,3,Mujer
IG8315,Tenis Supernova Stride M,"$2,999",Running,7,Mujer
